Drug_ID,smiles,value,source,dataset,smiles,value,smiles.3,value.3,smiles.2,value.2,smiles.1,value.1,assay_type,smiles.4,molecule_chembl_id,standard_type,standard_units,value.4,type,units,query_label,query_standard_type,units_hint,smiles,value
Remimazolam,COC(=O)CCC1[NH+]=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,0.44,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Remoxipride,CC[NH+]1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,0.65,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Repaglinide,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)[O-],0.35,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Repinotan,O=C1c2ccccc2S(=O)(=O)N1CCCC[NH2+]CC1CCc2ccccc2O1,0.21,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
RGB-286638,COCCN1CC[NH+](Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,5.9,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Ribavirin,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,14.0,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Ribostamycin,NC1CC([NH3+])C(OC2OC(C[NH3+])C(O)C(O)C2N)C(OC2OC(CO)C(O)C2O)C1O,0.25,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Ridogrel,O=C([O-])CCCCO/N=C(\c1cccnc1)c1cccc(C(F)(F)F)c1,0.43,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Rifabutin,COC1/C=C\OC2(C)Oc3c(C)c([O-])c4c(c3C2=O)C2=NC3(CC[NH+](CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O,9.3,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Rifampin,COC1/C=C/OC2(C)Oc3c(C)c([O-])c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0.97,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Rigosertib,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)[O-])c2)c(OC)c1,0.11,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Risedronic acid (Risedronate),O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)([O-])O,6.3,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Risperidone,Cc1nc2n(c(=O)c1CC[NH+]1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1.1,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Ritanserin,Cc1nc2sccn2c(=O)c1CC[NH+]1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1.41,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Ritipenem,CC(O)C1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)SC12,0.24,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Ritodrine,CC([NH2+]CCc1ccc(O)cc1)C(O)c1ccc(O)cc1,4.4,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Rivaroxaban,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,0.7,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Rivastigmine,CCN(C)C(=O)Oc1cccc(C(C)[NH+](C)C)c1,1.3,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Rizatriptan,C[NH+](C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,1.9,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
RO0270608,Cc1cccc(Cl)c1C(=O)NC(Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)C(=O)[O-],0.3,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Ro25-6833,Nc1nc(/C(=N\O)C(=O)NC2C(=O)N3C(C(=O)[O-])=C(/C=C4\CCN(CC(F)(F)F)C4=O)CSC23)cs1,0.11,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Rocuronium,C=CC[N+]1(C2CC3C4CCC5CC(O)C([NH+]6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1,0.21,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Roflumilast,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,1.92,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Rolitetracycline,C[NH+](C)C1C([O-])=C(C(=O)NC[NH+]2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,0.54,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Rolofylline,CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O,4.3,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Romidepsin,C/C=C1\NC(=O)C2CSSCC/C=C\C(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O,1.2,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Ropinirole,CCC[NH+](CCC)CCc1cccc2c1CC(=O)N2,7.7,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Ropivacaine,CCC[NH+]1CCCCC1C(=O)Nc1c(C)cccc1C,0.75,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Roquinimex,CN(C(=O)c1c([O-])c2ccccc2n(C)c1=O)c1ccccc1,0.21,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Rosaramicin,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC([NH+](C)C)C2O)C(CC=O)CC(C)C(=O)/C=C\C2(C)OC2C1C,2.83,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Rosiglitazone,CN(CCOc1ccc(CC2SC(=O)[N-]C2=O)cc1)c1ccccn1,0.2,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Rosuvastatin,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/C(O)CC(O)CC(=O)[O-],1.7,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Rotigotine,CCC[NH+](CCc1cccs1)C1CCc2c(O)cccc2C1,5.7,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
RSD921,CN(C(=O)Cc1cccc2sccc12)C1CCCCC1[NH+]1CCCC1,1.1,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
S 12363,CCOP(=O)(OCC)C(NC(=O)C1(O)C(O)C2(CC)C=CC[NH+]3CCC4(c5cc(C6(C(=O)OC)CC7CN(CCc8c6[nH]c6ccccc86)CC(O)(CC)C7)c(OC)cc5N(C)C14)C32)C(C)C,4.67,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
S-0139,CC1(C)CCC2(C(=O)[O-])CCC3(COC(=O)/C=C/c4cc(O)ccc4NC(=O)/C=C/C(=O)[O-])C(=CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C2C1,1.45,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sabeluzole,CN(c1nc2ccccc2s1)C1CC[NH+](CC(O)COc2ccc(F)cc2)CC1,5.5,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
SarCNU,CN(CC(N)=O)C(=O)N(CCCl)N=O,0.76,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sardomozide,NC(=[NH2+])N/N=C1\CCc2c(C(N)=[NH2+])cccc21,20.0,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Satavaptan,CCOc1ccc2c(c1)C1(CCC(OCCN3CCOCC3)CC1)C(=O)N2S(=O)(=O)c1ccc(C(=O)NC(C)(C)C)cc1OC,7.0,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Saxagliptin,N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,1.8,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sch34343,CC(O)C1C(=O)N2C(C(=O)[O-])=C(SCCOC(N)=O)SC12,0.3,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Scopolamine,C[NH+]1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,3.1,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Selegiline,CC(O)C[NH+]1CCN(CCOC(c2ccccc2)c2ccc(Cl)cc2)CC1,1.9,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sematilide,CC[NH+](CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,0.82,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Semaxanib,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,0.98,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Silatecan,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(O)cc1c2[Si](C)(C)C(C)(C)C,0.47,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sildenafil,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CC[NH+](C)CC4)ccc3OCC)nc12,1.36,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sinitrodil,O=C1c2ccccc2OCN1CCO[N+](=O)[O-],0.68,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sisomicin,C[NH2+]C1C(O)C(OC2C(N)CC([NH3+])C(OC3OC(C[NH3+])=CCC3[NH3+])C2O)OCC1(C)O,0.19,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sitafloxacin,[NH3+]C1CN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(C4CC4F)c3c2Cl)CC12CC2,1.5,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sitagliptin,[NH3+]C(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,2.8,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
SNS-032,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CC[NH2+]CC3)s2)o1,5.14,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Soblidotin,CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NCCc1ccccc1)OC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C)C(C)C,0.42,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Solifenacin,O=C(OC1C[NH+]2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,8.2,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sotalol,CC(C)[NH2+]CC(O)c1ccc(NS(C)(=O)=O)cc1,1.3,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sparfloxacin,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2F)CC(C)[NH2+]1,3.9,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sparfosic acid,O=C([O-])CC(NC(=O)CP(=O)([O-])O)C(=O)[O-],0.33,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Spectinomycin,CNC1C(O)C([NH2+]C)C2OC3(O)C(=O)CC(C)OC3OC2C1O,0.13,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Spiramycin,COC1C(O)CC(=O)OC(C)C/C=C\C=C/C(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C([NH+](C)C)C1O,5.4,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Spirapril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)[O-])SCCS2,0.43,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Spisulosine,CCCCCCCCCCCCCCCC(O)C(C)[NH3+],30.7,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Squalamine,CC(C)C(CCC(C)C1CCC2C3C(O)CC4CC(NCCC[NH2+]CCCC[NH3+])CCC4(C)C3CCC12C)OS(=O)(=O)[O-],0.23,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
SR 271425,CC[NH+](CC)CCNc1ccc(CNC=O)c2sc3ccc(OC)cc3c(=O)c12,1.01,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
SR 4554,O=C(Cn1ccnc1[N+](=O)[O-])NCC(O)C(F)(F)F,0.69,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Stavudine,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,0.67,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Streptomycin,CNC1C(OC2C(OC3C(O)C(O)C(NC(N)=[NH2+])C(O)C3NC(N)=[NH2+])OC(C)C2(O)C=O)OC(CO)C(O)C1O,0.34,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sufentanil,CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCc2cccs2)CC1,9.4,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sugammadex,O=C(O)CCSC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]4[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]5[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]6[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]7[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]8[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]9[C@@H](CSCCC(=O)O)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,0.18,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sulbactam,CC1(C)C(C(=O)[O-])N2C(=O)CC2S1(=O)=O,0.32,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sulbenicillin,CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)[O-])C(=O)N2C1C(=O)[O-],0.15,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sulfadiazine,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1,0.29,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sulfamethoxazole,Cc1cc([N-]S(=O)(=O)c2ccc(N)cc2)no1,0.3,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sulfasalazine,O=C([O-])c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,0.11,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sulfinpyrazone,O=c1[c-](CC[S@](=O)c2ccccc2)c(=O)n(-c2ccccc2)n1-c1ccccc1,0.12,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sulfisoxazole,Cc1noc([N-]S(=O)(=O)c2ccc(N)cc2)c1C,0.17,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sulmazole,COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1,0.62,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sulpiride,CC[NH+]1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.94,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Sumatriptan,CNS(=O)(=O)Cc1ccc2[nH]cc(CC[NH+](C)C)c2c1,1.7,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Suprofen,CC(C(=O)[O-])c1ccc(C(=O)c2cccs2)cc1,0.04,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Suramin,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)[O-])c5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c45)ccc3C)c2)c1,0.54,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Susalimod,Cc1cccnc1NS(=O)(=O)c1ccc(C#Cc2ccc(O)c(C(=O)[O-])c2)cc1,0.1,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Tacrine,Nc1c2c([nH+]c3ccccc13)CCCC2,11.0,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Tacrolimus,C=CCC1/C=C(\C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(/C(C)=C/C3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,1.2,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Talinolol,CC(C)(C)[NH2+]CC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,3.3,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Tamsulosin,CCOc1ccccc1OCC[NH2+]C(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,0.21,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Tariquidar,COc1cc2c(cc1OC)C[NH+](CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,6.4,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
TAS-106,C#CC1(O)C(CO)OC(n2ccc(N)nc2=O)C1O,1.1,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Tasidotin,CC(C)C(NC(=O)C(C(C)C)N(C)C)C(=O)N(C)C(C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(C)(C)C)C(C)C,0.33,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Tazarotene,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,3.55,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Tazobactam,CC1(Cn2ccnn2)C(C(=O)[O-])N2C(=O)CC2S1(=O)=O,0.26,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Tebufelone,C#CCCCC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,12.0,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Tegaserod,CCCCCNC(=[NH2+])N/N=C/c1c[nH]c2ccc(OC)cc12,5.3,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Teicoplanin A2-1,CCCCC/C=C/CCC(=O)NC1C(Oc2c3cc4cc2Oc2ccc(cc2Cl)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C2NC(=O)C(NC(=O)C4NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)O3)NC(=O)C(N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3C(C(=O)[O-])NC2=O)OC(CO)C(O)C1O,0.92,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Teicoplanin A2-2,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCC(C)C)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)[O-])c2cc(O)cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,0.83,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Teicoplanin A2-3,CCCCCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@@H](C(=O)[O-])NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,0.57,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Teicoplanin A2-4,CCC(C)CCCCCCC(=O)NC1C(Oc2c3cc4cc2Oc2ccc(cc2Cl)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C2NC(=O)C(NC(=O)C4NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)O3)NC(=O)C(N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3C(C(=O)[O-])NC2=O)OC(CO)C(O)C1O,0.57,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Teicoplanin A2-5,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCC(C)C)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)[O-])c2cc(O)cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,0.42,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Telavancin,CCCCCCCCCC[NH2+]CCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)[NH2+]C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])c5cc(O)c(C[NH2+]CP(=O)([O-])[O-])c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,0.11,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Telcagepant,O=C(NC1CCC(c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,0.86,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Telithromycin,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC([NH+](C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,3.0,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Telmisartan,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)[O-])cc1,5.3,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Temsirolimus,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OC(=O)C(C)(CO)CO)C(OC)C2)CC(=O)C(C)/C=C(\C)C(O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C/1C,3.0,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Teniposide,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,0.41,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Tenofovir,CC(Cn1cnc2c(N)ncnc21)OCP(=O)([O-])[O-],0.83,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Tenoxicam,CN1C(C(=O)Nc2ccccn2)=C([O-])c2sccc2S1(=O)=O,0.19,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Terbutaline,CC(C)(C)[NH2+]CC(O)c1cc(O)cc(O)c1,1.5,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Teriflunomide,C/C([O-])=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,0.16,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Terlipressin,NC(=O)CC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)C[NH3+])CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCC[NH3+])C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,0.24,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Terodiline,CC(CC(c1ccccc1)c1ccccc1)[NH2+]C(C)(C)C,5.1,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Tesaglitazar,CCOC(Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)[O-],0.13,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Tetracycline,C[NH+](C)C1C([O-])=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,1.2,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
"Tetrahydrocannabinol, D9-",CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,8.9,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
"Tetrahydrocannabinol,11-Nor-9-carboxy-D9-",CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C(=O)[O-])=CC21,1.28,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Tezosentan,COc1ccccc1Oc1c([N-]S(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2ccnc(-c3nnn[n-]3)c2)nc1OCCO,0.28,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
TH-302,Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+](=O)[O-],0.64,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Theophylline,Cn1c(=O)c2nc[nH]c2n(C)c1=O,0.51,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
Thiamphenicol glycinate,CS(=O)(=O)c1ccc(C(O)C(COC(=O)C[NH3+])NC(=O)C(Cl)Cl)cc1,0.13,vdss_lombardo,TDC,,,,,,,,,,,,,,,,,,,,,
