chembl_id,drug_name,parameter,value,unit,dataset
CPU-86017,COc1ccc2c(c1OC)C[N+]1(Cc3ccc(Cl)cc3)CCc3cc4c(cc3C1C2)OCO4.[Cl-],caco2_log_permeability,-6.2314224000000005,log10(cm/s),TDC
Harmol,Cc1nccc2c1[nH]c1cc(O)ccc12,caco2_log_permeability,-5.302258999999999,log10(cm/s),TDC
CF 1525 (p-Me),COC(=O)C(C)NP(=O)(OC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc(C)cc1,caco2_log_permeability,-5.8474512,log10(cm/s),TDC
CF 1523 (p-Cl),COC(=O)C(C)NP(=O)(OC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc(Cl)cc1,caco2_log_permeability,-5.7328787000000005,log10(cm/s),TDC
CF 1517 (p-Br),COC(=O)C(C)NP(=O)(OC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc(Br)cc1,caco2_log_permeability,-5.6954093,log10(cm/s),TDC
CF 1572 (p-I),COC(=O)C(C)NP(=O)(OC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc(I)cc1,caco2_log_permeability,-5.130000099999998,log10(cm/s),TDC
Roxithromycin,CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@@]1(C)O,caco2_log_permeability,-5.7397189000000015,log10(cm/s),TDC
"2-Amino-1-methyl-6-phenylimidazo-[4,5-b]pyridine (PhIP)",Cn1c(N)nc2ncc(-c3ccccc3)cc21,caco2_log_permeability,-4.820511799999999,log10(cm/s),TDC
8,COc1cc(C)ccc1S(=O)(=O)NC(=O)C(c1ccc2c(c1)OCO2)c1cn(C)c2cc(C#N)ccc12,caco2_log_permeability,-5.1011863,log10(cm/s),TDC
10,COc1cc(C)ccc1S(=O)(=O)NC(=O)C(c1ccc2c(c1)OCO2)c1cn(C)c2cc(F)ccc12,caco2_log_permeability,-4.6994848,log10(cm/s),TDC
11,COc1cc(C)ccc1S(=O)(=O)NC(=O)C(c1ccc2c(c1)OCO2)c1cn(C)c2cc(C(C)=O)ccc12,caco2_log_permeability,-5.8519359,log10(cm/s),TDC
12,COCc1ccc2c(C(C(=O)NS(=O)(=O)c3ccc(C)cc3OC)c3ccc4c(c3)OCO4)cn(C)c2c1,caco2_log_permeability,-5.3005152,log10(cm/s),TDC
14,Cc1ccc(S(=O)(=O)NC(=O)C(c2ccc3c(c2)OCO3)c2cn(C)c3cc(CO)ccc23)cc1,caco2_log_permeability,-5.769775900000001,log10(cm/s),TDC
15,COCCn1cc(C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2ccc3c(c2)OCO3)c2ccc(COC)cc21,caco2_log_permeability,-5.7979398,log10(cm/s),TDC
16,COCCn1cc(C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2ccc3c(c2)OCO3)c2ccc(F)cc21,caco2_log_permeability,-5.720623000000002,log10(cm/s),TDC
14c,Cn1c(C(=O)NC2(C(=O)N[C@H](Cc3ccccc3)C(=O)NCCCN3CCOCC3)CCCC2)cc2ccccc21,caco2_log_permeability,-4.9723473,log10(cm/s),TDC
21c,O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCN2CCC(O)CC2)CCCC1)c1cc2ccccc2s1,caco2_log_permeability,-5.8519359,log10(cm/s),TDC
25a,O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCC(=O)N2CCC(N3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,caco2_log_permeability,-5.769775900000001,log10(cm/s),TDC
25f,O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCC(=O)N2CCN(C3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,caco2_log_permeability,-5.8880281,log10(cm/s),TDC
48d,O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCC2CCN(CC3CCOCC3)CC2)CCCC1)c1cc2ccc(C(F)(F)F)cc2s1,caco2_log_permeability,-5.1919103,log10(cm/s),TDC
48e,COc1ccc2cc(C(=O)NC3(C(=O)N[C@H](Cc4ccccc4)C(=O)NCC4CCN(CC5CCOCC5)CC4)CCCC3)sc2c1,caco2_log_permeability,-5.9593034000000005,log10(cm/s),TDC
20E 22-ethyl ether (5),CCO[C@H](CCC(C)(C)O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,caco2_log_permeability,-4.8600001,log10(cm/s),TDC
20E 22-allyl ether (7),C=CCO[C@H](CCC(C)(C)O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,caco2_log_permeability,-4.6900001,log10(cm/s),TDC
20E 25-methyl ether (10),COC(C)(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,caco2_log_permeability,-4.7600002,log10(cm/s),TDC
PoA 22-methyl ether (18),CO[C@H](CCC(C)C)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,caco2_log_permeability,-4.579999900000002,log10(cm/s),TDC
20-Hydroxyecdysone (25),CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,caco2_log_permeability,-4.79,log10(cm/s),TDC
Muristerone A (28),CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@]4(O)C[C@@H](O)[C@@H](O)C[C@@]4(C)C3[C@@H](O)C[C@]12C,caco2_log_permeability,-4.9000001,log10(cm/s),TDC
"(E)-4-(3,4-dimethoxyphenyl)but-3-en-1-yl linoleate (1)",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC/C=C/c1ccc(OC)c(OC)c1,caco2_log_permeability,-4.8498521,log10(cm/s),TDC
"(E)-4-(3,4-dimethoxyphenyl)but-3-en-1-yl oleate (2)",CCCCCCCC/C=C\CCCCCCCC(=O)OCC/C=C/c1ccc(OC)c(OC)c1,caco2_log_permeability,-5.0101638,log10(cm/s),TDC
Compound D,COc1ccc(/C=C/CCO)cc1OC,caco2_log_permeability,-4.8428431,log10(cm/s),TDC
Rutaecarpine (RCP),O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,caco2_log_permeability,-5.0582528,log10(cm/s),TDC
Evodiamine (EDM),CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,caco2_log_permeability,-4.632256,log10(cm/s),TDC
YH439,Cc1csc(NC(=O)C(C(=O)OC(C)C)=C2SCS2)n1,caco2_log_permeability,-4.5100002,log10(cm/s),TDC
Choline,C[N+](C)(C)CCO,caco2_log_permeability,-4.9521427000000005,log10(cm/s),TDC
Cerulenin,C/C=C/C/C=C/CCC(=O)[C@@H]1O[C@@H]1C(N)=O,caco2_log_permeability,-5.4224062,log10(cm/s),TDC
Rebaudioside A,C=C1C[C@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OC4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)C2CC(O[C@H]2O[C@@H](CO)[C@H](O)C(O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)[C@@H]2O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]1C3,caco2_log_permeability,-6.9593034,log10(cm/s),TDC
D-Phe-D-Ala-D-Ser-OH,C[C@H](NC(=O)[C@H](N)Cc1ccccc1)C(=O)N[C@H](CO)C(=O)O,caco2_log_permeability,-6.2819986,log10(cm/s),TDC
"Dimethyl-4',4'-dimethoxy-5,6,5',6'-dimethylene dioxybiphenyl-2,2'-dicarboxylate (DDB)",COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,caco2_log_permeability,-4.1687455,log10(cm/s),TDC
Carbendazim,COC(=O)Nc1nc2ccccc2[nH]1,caco2_log_permeability,-4.1011863,log10(cm/s),TDC
Dexloxiglumide,CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,caco2_log_permeability,-5.140130999999999,log10(cm/s),TDC
Lys-FITC-OCH3,COC(=O)[C@H](N)CCCCNC(=S)Nc1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21,caco2_log_permeability,-5.8313413,log10(cm/s),TDC
Neostenine,CC[C@@H]1C2CCCCN3CCC(C23)[C@@H]2[C@H](C)C(=O)O[C@H]12,caco2_log_permeability,-4.9198675000000005,log10(cm/s),TDC
Decursinol angelate (DA),CC(C)=CC(=O)O[C@@H]1Cc2cc3ccc(=O)oc3cc2OC1(C)C,caco2_log_permeability,-4.9204097,log10(cm/s),TDC
Imidacloprid (IMI),ON(O)NC1=NCCN1Cc1ccc(Cl)nc1,caco2_log_permeability,-4.6677732,log10(cm/s),TDC
Laudanosine (LAU),COc1ccc(CC2c3cc(OC)c(OC)cc3CCN2C)cc1OC,caco2_log_permeability,-4.5497985,log10(cm/s),TDC
Cepharanthine (CEP),COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,caco2_log_permeability,-4.1877432,log10(cm/s),TDC
Corynanthine (COR),COC(=O)[C@H]1[C@H](O)CC[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@H]3C[C@H]21,caco2_log_permeability,-4.729893700000001,log10(cm/s),TDC
Ac-Trp-Ala-Gly-Gly-Asp-Ala-NH2,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C)C(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(C)C(N)=O,caco2_log_permeability,-7.4981046,log10(cm/s),TDC
Ac-Gly-Asn-Ala-NH2,CC(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(N)=O,caco2_log_permeability,-6.5900002,log10(cm/s),TDC
Ac-Gly-Lys-Ala-NH2,CC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(N)=O,caco2_log_permeability,-7.0100002,log10(cm/s),TDC
cyclo[Trp-Ala-Gly-Gly-Asp-Ala],CC1NC(=O)C(CC(=O)O)NC(=O)CNC(=O)CNC(=O)C(C)NC(=O)C(Cc2c[nH]c3ccccc23)NC1=O,caco2_log_permeability,-7.0307584,log10(cm/s),TDC
Strychnine (Str),O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,caco2_log_permeability,-4.5086198,log10(cm/s),TDC
Brucine (Bru),COc1cc2c(cc1OC)[C@]13CCN4CC5=CCO[C@@H]6CC(=O)N2[C@@H]1[C@@H]6[C@@H]5C[C@@H]43,caco2_log_permeability,-4.7786422,log10(cm/s),TDC
Brucine N-oxide (B-N),COc1cc2c(cc1OC)[C@]13CC[N+]4([O-])CC5=CCO[C@@H]6CC(=O)N2[C@@H]1[C@@H]6[C@@H]5C[C@H]34,caco2_log_permeability,-5.46,log10(cm/s),TDC
Pseudostrychnine (Psd),O=C1C[C@H]2OCC=C3CN4C[C@H](O)C56c7ccccc7N1[C@@H]5[C@H]2[C@H]3CC46,caco2_log_permeability,-4.6001629999999984,log10(cm/s),TDC
Bilirubin,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,caco2_log_permeability,-6.1314831,log10(cm/s),TDC
Bilirubin ditaurate,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)NCCS(=O)(=O)O)c(CCC(=O)NCCS(=O)(=O)O)c2C)NC1=O,caco2_log_permeability,-6.0594678,log10(cm/s),TDC
Biliverdin,C=CC1=C(C)/C(=C\C2=N/C(=C\c3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O,caco2_log_permeability,-5.6290045,log10(cm/s),TDC
16,COc1cnn(C)c(=O)c1-c1ccc(C[C@@H](CO)NC(=O)c2c(Cl)cccc2Cl)cc1,caco2_log_permeability,-5.6010299,log10(cm/s),TDC
32b,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1,caco2_log_permeability,-4.8880281,log10(cm/s),TDC
TMC435350 (32c),COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,caco2_log_permeability,-5.0778604000000005,log10(cm/s),TDC
32f,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1Cl,caco2_log_permeability,-5.238286,log10(cm/s),TDC
32g,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-n3ccc(C(C)C)n3)nc2c1C,caco2_log_permeability,-4.8219547,log10(cm/s),TDC
32h,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3cccc(C(C)C)n3)nc2c1C,caco2_log_permeability,-4.9204097,log10(cm/s),TDC
DXG (9),COc1ccc(-c2cc(=O)c3c(O)cc(OC4O[C@H](CO[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,caco2_log_permeability,-6.1599998,log10(cm/s),TDC
Isovitexin (10),O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,caco2_log_permeability,-6.2003298,log10(cm/s),TDC
DG (13),COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,caco2_log_permeability,-6.9204097,log10(cm/s),TDC
Kaempferol (16),O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,caco2_log_permeability,-4.9899998,log10(cm/s),TDC
Tamarixetin (17),COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,caco2_log_permeability,-5.0013065,log10(cm/s),TDC
Quercitrin (21),C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@H](O)[C@@H]1O,caco2_log_permeability,-6.0999999,log10(cm/s),TDC
Isoquercitrin (22),O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,caco2_log_permeability,-6.27,log10(cm/s),TDC
IRR (23),COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2O[C@H](CO[C@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O,caco2_log_permeability,-6.5388007,log10(cm/s),TDC
Eriodictyol (28),O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,caco2_log_permeability,-5.2800002,log10(cm/s),TDC
Puerarin (34),O=c1c(-c2ccc(O)cc2)coc2c(C3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12,caco2_log_permeability,-6.3989701,log10(cm/s),TDC
Isoliquiritigenin (35),O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,caco2_log_permeability,-4.8378239,log10(cm/s),TDC
(-)-Epicatechin (36),Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,caco2_log_permeability,-6.4311924000000005,log10(cm/s),TDC
7d,Cc1ccc(N2CCN(C(=O)[C@H](C)Cc3ccc(Cl)cc3)CC2)c([C@@H](N)C(C)C)c1,caco2_log_permeability,-5.3000002,log10(cm/s),TDC
9,CNCCN[C@H](c1cc(C)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2F)CC1)C(C)C,caco2_log_permeability,-5.52,log10(cm/s),TDC
10c,CNCC(=O)N[C@H](c1cccc(F)c1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2Cl)CC1)C(C)C,caco2_log_permeability,-5.6999998,log10(cm/s),TDC
10d,CC(C)[C@H](NC(=O)CCN(C)C)c1cccc(F)c1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1,caco2_log_permeability,-5.0,log10(cm/s),TDC
11b,Cc1ccc(N2CCN(C(=O)[C@H](C)Cc3ccc(Cl)cc3)CC2)c([C@@H](NC(=O)CCN)C(C)C)c1,caco2_log_permeability,-5.521439099999999,log10(cm/s),TDC
11c,CNCCC(=O)N[C@H](c1cc(C)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1)C(C)C,caco2_log_permeability,-4.9204097,log10(cm/s),TDC
11e,Cc1ccc(N2CCN(C(=O)[C@H](C)Cc3ccc(Cl)cc3F)CC2)c([C@@H](NC(=O)CCN(C)C)C(C)C)c1,caco2_log_permeability,-4.4308991,log10(cm/s),TDC
12c,COc1cc(Cl)ccc1C[C@@H](C)C(=O)N1CCN(c2ccc(Cl)cc2[C@@H](NC(=O)C(C)N)C(C)C)CC1,caco2_log_permeability,-5.521439099999999,log10(cm/s),TDC
12d,CC(C)[C@H](NC(=O)CCN(C)C)c1cc(Cl)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1,caco2_log_permeability,-5.0478787,log10(cm/s),TDC
"3-[5-(4-hydroxyphenyl)-1,3-oxazol-2-yl]phenol (18)",Oc1ccc(-c2cnc(-c3cccc(O)c3)o2)cc1,caco2_log_permeability,-5.1011863,log10(cm/s),TDC
N-(4-Chlorophenyl)-1-(2-(pyridin-4-yl)ethyl)-1H-pyrazole-5-carboxamide (11),O=C(Nc1ccc(Cl)cc1)c1ccnn1CCc1ccncc1,caco2_log_permeability,-5.1590075,log10(cm/s),TDC
19,CCc1ccc(NC(=O)c2ccnn2CCc2ccncc2)cc1,caco2_log_permeability,-5.0116143,log10(cm/s),TDC
20,O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccnn1CCc1ccncc1,caco2_log_permeability,-5.1515226,log10(cm/s),TDC
N-(4-(Chlorodifluoromethoxy)phenyl)-1-(2-(pyridin-4-yl)ethyl)-1H-pyrazole-5-carboxamide (22),O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1ccnn1CCc1ccncc1,caco2_log_permeability,-5.3275695,log10(cm/s),TDC
N-(4-tert-Butylphenyl)-1-(2-(pyridin-4-yl)ethyl)-1H-pyrazole-5-carboxamide (23),CC(C)(C)c1ccc(NC(=O)c2ccnn2CCc2ccncc2)cc1,caco2_log_permeability,-5.1295056,log10(cm/s),TDC
24,CC(C)c1ccc(NC(=O)c2ccnn2CCc2ccncc2)cc1,caco2_log_permeability,-5.0886235,log10(cm/s),TDC
1,Cc1cc(COc2ccc(C(=O)N[C@@H]3CC4(C[C@@H]3C(=O)NO)OCCO4)cc2)c2ccccc2n1,caco2_log_permeability,-5.7423639,log10(cm/s),TDC
"18 (5R,S)",Cc1cc(COc2ccc(C(=O)N[C@@H]3C[C@@]4(CCCO4)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1,caco2_log_permeability,-5.6319547,log10(cm/s),TDC
4-(Pyridin-4-ylmethylamino)-N-(3-(trifluoromethyl)phenyl)isothiazole-3-carboxamide (3),O=C(Nc1cccc(C(F)(F)F)c1)c1nscc1NCc1ccncc1,caco2_log_permeability,-5.158072,log10(cm/s),TDC
9,O=C(Nc1cccc(OC(F)(F)F)c1)c1nscc1NCc1ccncc1,caco2_log_permeability,-5.1003633000000015,log10(cm/s),TDC
N-(3-tertbutylphenyl)-4-(pyridin-4-ylmethylamino)isothiazole-3-carboxamide (11),CC(C)(C)c1cccc(NC(=O)c2nscc2NCc2ccncc2)c1,caco2_log_permeability,-5.2516832,log10(cm/s),TDC
14,O=C(Nc1cccc(Br)c1)c1nscc1NCc1ccncc1,caco2_log_permeability,-5.2606096,log10(cm/s),TDC
22,Cc1ccc(NC(=O)c2nscc2NCc2ccncc2)cc1C(F)(F)F,caco2_log_permeability,-5.2295737,log10(cm/s),TDC
4-(quinolin-4-ylmethylamino)-N-(3-(trifluoromethyl)phenyl)isothiazole-3-carboxamide (30),O=C(Nc1cccc(C(F)(F)F)c1)c1nscc1NCc1ccnc2ccccc12,caco2_log_permeability,-5.5700002,log10(cm/s),TDC
6,Cn1c(NCCCN2CCC(CN3c4ccccc4Sc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,caco2_log_permeability,-5.8989701,log10(cm/s),TDC
6b,CN(CCCN1CCC(CN2c3ccccc3Sc3ccc(C(=O)O)cc32)CC1)c1cc(=O)n(C)c(=O)n1C,caco2_log_permeability,-5.7209244,log10(cm/s),TDC
22,Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,caco2_log_permeability,-4.8289509000000015,log10(cm/s),TDC
24,Cn1c(N2CCCN(CCCN3c4ccccc4Sc4c(C(=O)O)cccc43)CC2)cc(=O)n(C)c1=O,caco2_log_permeability,-5.8005152,log10(cm/s),TDC
25,Cn1c(N2CCN(CCN3c4ccccc4Sc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,caco2_log_permeability,-5.3099999,log10(cm/s),TDC
26,Cn1c(N2CCN(CCCCN3c4ccccc4Sc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,caco2_log_permeability,-4.6900001,log10(cm/s),TDC
28,Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,caco2_log_permeability,-5.2600002,log10(cm/s),TDC
30,Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(CCC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,caco2_log_permeability,-5.1100001,log10(cm/s),TDC
32,Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(C(C)(C)C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,caco2_log_permeability,-5.0,log10(cm/s),TDC
34,Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(OCC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,caco2_log_permeability,-5.8005152,log10(cm/s),TDC
35,Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(/C=C/C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,caco2_log_permeability,-4.6493707,log10(cm/s),TDC
36,Cn1c(C2=CCN(CCCN3c4ccccc4Sc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,caco2_log_permeability,-4.8289509000000015,log10(cm/s),TDC
17d,CC(C)[C@@H](C(=O)N[C@H](C)Cc1ccc(O)c(C(C)(C)C)c1)N(C)C(=O)[C@@H](N)Cc1ccccc1,caco2_log_permeability,-4.9186072,log10(cm/s),TDC
KAR-2,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@]5(C[C@]6(CC)C=CCN7CC[C@]43[C@@H]76)OC(=O)N(CCCl)C5=O)C2)C1,caco2_log_permeability,-4.8616409,log10(cm/s),TDC
11-keto-beta-boswellic acid (KBA),C[C@H]1C[C@@]2(C)C(=CC(=O)[C@@H]3[C@]4(C)CC[C@@H](O)[C@@](C)(C(=O)O)[C@H]4CC[C@]32C)[C@@H]2[C@@H](C)[C@H](C)CC[C@H]12,caco2_log_permeability,-5.8000002,log10(cm/s),TDC
Bis(7)-tacrine (B7T),c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,caco2_log_permeability,-5.441246499999999,log10(cm/s),TDC
1,Cc1c(O)c2c(c(C)c1CCO)C(=O)C(C)(C)C2,caco2_log_permeability,-4.7597256,log10(cm/s),TDC
3,Cc1c(O)c2c(c(C)c1CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)C(C)(C)C2,caco2_log_permeability,-6.0107207,log10(cm/s),TDC
"Quercetin 3,4'-diglucoside",O=c1c(OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)oc2cc(O)cc(O)c12,caco2_log_permeability,-7.0478787,log10(cm/s),TDC
D-Glu(OBzl)-Ala,CC(NC(=O)[C@@H](N)CCC(=O)OCc1ccccc1)C(=O)O,caco2_log_permeability,-5.6912522,log10(cm/s),TDC
D-Ser(Bzl)-Ala,CC(NC(=O)[C@@H](N)COCc1ccccc1)C(=O)O,caco2_log_permeability,-5.9906998,log10(cm/s),TDC
Glycocholate,C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,caco2_log_permeability,-5.7141905,log10(cm/s),TDC
F-(S)-IZD,O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3ccccc3)c3nc4ccccc4[nH]3)cc2F)S(=O)([O-])=N1,caco2_log_permeability,-6.521439099999999,log10(cm/s),TDC
Cyclo(-PFMewKTMeF-) (7),C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)N(C)C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C1=O,caco2_log_permeability,-6.570000200000001,log10(cm/s),TDC
M1,CN(C)CC1CCCCC1(O)c1cccc(O)c1,caco2_log_permeability,-4.7799463,log10(cm/s),TDC
Epigallocatechin (EGC),Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2,caco2_log_permeability,-6.8284068,log10(cm/s),TDC
Fluorescein,O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,caco2_log_permeability,-4.77,log10(cm/s),TDC
DB377 (4),CCO/N=C(\N)c1ccc(-c2ccc(-c3ccc(/C(N)=N/OCC)cc3)o2)cc1,caco2_log_permeability,-5.2295737,log10(cm/s),TDC
NS5B inhibitor 2,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccn21,caco2_log_permeability,-4.9593034000000005,log10(cm/s),TDC
