chembl_id,bioavailability_frac,caco2_log_permeability,caco2_permeability_cm_s,clearance_cell_uL_min_1e6,clearance_hepatic_l_h,clearance_l_h,fu_frac,half_life_h,microsome_clearance_uL_min_mg,microsome_clint_l_h,microsome_hepatic_l_h,vd_l_kg,smiles
CHEMBL1472189,,,,12.88,89.99988354052337,,0.0373999999999999,,11.22,40.392,16.494609604704344,,COc1ccc(CC(=O)Nc2nc3ccccc3[nH]2)cc1
CHEMBL1473,,,,128.575,89.99998800046828,,0.0191,6.0,,,,,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
CHEMBL14762,,,,107.15,89.99998600093545,,0.072,,123.03,442.908,63.99294919956077,,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1
CHEMBL1477,,,15.0,10.36,89.9998550375472,,0.0098999999999999,1.8,,,,,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1
CHEMBL1478592,,,,150.0,89.9999900000011,,,,5.0,18.0,8.181818181818182,,Cc1c(C(=O)Nc2ccccc2)sc2ncnc(O)c12
CHEMBL148,,,,,,,,0.95,,,,,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12
CHEMBL1480,,,,,,,,10.0,,,,,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
CHEMBL1481,,,,23.2,89.99993534487403,,,9.95,,,,,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
CHEMBL1481866,,,,,,,0.0383,,,,,,NC(=O)c1ccc(Oc2cccc3cccnc23)c([N+](=O)[O-])c1
CHEMBL1483,,,,47.885000000000005,89.99993141240198,,0.0456999999999999,,34.67,124.81199999999998,36.85248612259359,,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
CHEMBL1484,,,,150.0,89.9999900000011,,,4.1,,,,,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
CHEMBL1486109,,,,,,,0.024,,,,,,COc1ccc(-c2nc(-c3ccccn3)no2)cc1
CHEMBL1486510,,,,150.0,89.9999900000011,,,,150.0,539.9999999999999,67.5,,CCOC(=O)c1c(C)n(Cc2ccco2)c2ccc(O)cc12
CHEMBL1486517,,,,50.12,89.99997007183757,,0.0446999999999999,,150.0,539.9999999999999,67.5,,O=C(C1CCN(c2nnc(-n3cccc3)s2)CC1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
CHEMBL148674,,,,,,,0.1237999999999999,,,,,,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccc2n1Cc1ccccc1
CHEMBL1487253,,,,,,,0.0854,,,,,,O=C(CCS(=O)(=O)c1ccc(Br)cc1)NCc1cccs1
CHEMBL1488371,,,,,,,0.0017,,,,,,O=C(Nc1ccc(Cl)cc1)Nc1nnc(-c2ccncc2)s1
CHEMBL1489,,,,,,,,0.36,,,,,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
CHEMBL1489087,,,,,,,0.5229999999999999,,,,,,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccccc1C(=O)O
CHEMBL1489548,,,,,,,0.04,,,,,,O=C(CCS(=O)(=O)c1ccc(Br)cc1)NCCc1ccccc1
CHEMBL1489611,,,,89.13,89.99998317065275,,0.0320999999999999,,67.61,243.396,51.737947453447845,,Cc1cc(C)cc(-c2nnc(SCC(=O)N3CCN(C(=O)c4ccco4)CC3)o2)c1
CHEMBL1490317,,,,141.25,89.99998938053223,,,,150.0,539.9999999999999,67.5,,Cc1cc(C)nc(SCC(=O)Nc2cc(C)on2)n1
CHEMBL1491,,,,,,,0.0191,34.0,,,,,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl
CHEMBL149434,,,,,,,0.1509999999999999,,,,,,CCc1c(C(=O)C(N)=O)c2c(OCC(N)=O)cccc2n1Cc1ccccc1
CHEMBL1496,,,,,,,,2.0,,,,,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O
CHEMBL1496905,,,,,,,0.0065999999999999,,,,,,COc1ccc2c(c1)C(=O)C(=O)N2CC1COc2ccccc2O1
CHEMBL1498024,,,,3.0,89.99950000277776,,,,,,,,N#Cc1ccccc1CSc1nc(O)cc(O)n1
CHEMBL1499,,,,17.38,89.9999136939838,,,,,,,,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
CHEMBL1502,,,,,,,,1.9,,,,,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
CHEMBL15023,,,,,,,0.0768,,,,,,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
CHEMBL1502752,,,,46.77,89.9999679281705,,,,,,,,Nc1c(-c2ccccc2)nc(Cl)nc1-c1ccccc1
CHEMBL1503,,,,,,,,0.58,,,,,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1
CHEMBL1503415,,,,,,,0.0182999999999999,,,,,,O=c1cc(O)oc2c1c(=O)n(-c1ccccc1)c1ccccc21
CHEMBL1503948,,,,,,,0.0020999999999999,,,,,,Cc1ccc(S(=O)(=O)Nc2ccc3nc(C)sc3c2)cc1
CHEMBL1504,,,,,,,,2.4,,,,,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
CHEMBL1505,,,,,,,,3.4,,,,,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
CHEMBL1509029,,,,,,,0.0009999999999998,,,,,,Cc1nc2ccc(NS(=O)(=O)c3ccc(C)c(C)c3)cc2s1
CHEMBL1510,,,,,,,,4.2,,,,,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
CHEMBL1513,,,,9.74,89.99984512618667,,,14.0,17.78,64.008,23.608734139864264,,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
CHEMBL1514,,,,,,,,18.0,,,,,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1
CHEMBL1515,,,,,,,0.8101,2.4,,,,,Cn1ccnc1S
CHEMBL1515178,,,,,,,0.0010999999999999,,,,,,CCn1cc(CNC(=O)c2cc(-c3ccc(C)cc3)nc3ccc(Br)cc23)c(C)n1
CHEMBL1515447,,,,,,,0.0605999999999999,,,,,,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
CHEMBL151592,,,,,,,0.4484,,,,,,Cc1cccc(C(N)=O)c1NC(=O)c1ccccc1
CHEMBL1517,,,,,,,,10.0,,,,,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
CHEMBL1518,,,,,,,0.5911,1.3,3.0,10.8,5.094339622641509,,CCCc1cc(=O)[nH]c(=S)[nH]1
CHEMBL1519272,,,,3.31,89.99954683007638,,,,3.0,10.8,5.094339622641509,,O=C(NS(=O)(=O)c1ccccc1Cl)c1ccc[nH]1
CHEMBL152,,,,,,,,2.6,,,,,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1
CHEMBL1520,,,,,,,,4.5,,,,,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12
CHEMBL152067,,,,,,,,11.0,,,,,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1
CHEMBL1521,,,,,,,,1.1,,,,,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1
CHEMBL1523918,,,,,,,,,16.0,57.6,21.818181818181817,,O=S(=O)(Nc1nnc(-c2ccccc2)s1)c1ccc(Cl)cc1
CHEMBL1525826,,,,,,,0.2319,,,,,,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1
CHEMBL152640,,,,,,,0.04,,,,,,Cc1cc(C)c(C)c(Cn2ccc3c(/C=N/NC(=O)c4ccc(O)c(C#N)c4)cccc32)c1C
CHEMBL1526610,,,,,,,0.563,,,,,,O=C(Cc1cccs1)Nc1ccon1
CHEMBL1526668,,,,150.0,89.9999900000011,,0.0928,,117.49,422.964,63.13272434175176,,O=C(c1csc2c1CCCC2)N1CCCCC1
CHEMBL1526762,,,,3.0,89.99950000277776,,0.7879,,3.0,10.8,5.094339622641509,,Cc1cc(C)nc(SCC(N)=O)n1
CHEMBL1528356,,,,,,,0.0073999999999999,,,,,,Cc1ccc(S(=O)(=O)N(C)c2ccc3sc(C)nc3c2)cc1
CHEMBL1529080,,,,150.0,89.9999900000011,,,,,,,,Cn1sc(=O)c2cc(S(=O)(=O)NC3CC3)ccc21
CHEMBL1529362,,,,,,,,,3.0,10.8,5.094339622641509,,Nc1nnc(-c2ccccc2)s1
CHEMBL1530127,,,,,,,0.013,,,,,,Cc1ccc(CNC(=O)CCS(=O)(=O)c2ccc(Br)cc2)cc1
CHEMBL153064,,,,150.0,89.9999900000011,,0.0148999999999999,,28.18,101.448,32.44052187260169,,CC(=O)c1cc2ccc(O)cc2oc1=O
CHEMBL1531134,,,,,,,,3.9,,,,,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
CHEMBL1531981,,,,66.07,89.99997729681215,,0.002,,4.17,15.012,6.928189034520952,,Cc1oc(-c2ccccc2)cc1C(=O)Nc1cccc(C(=O)O)c1
CHEMBL1532611,,,,150.0,89.9999900000011,,0.0343000000000001,,57.54,207.144,48.15510507718058,,Nc1ccc(OCCc2ccccc2)cc1
CHEMBL153370,,,,,,,,,3.0,10.8,5.094339622641509,,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N
CHEMBL1534781,,,,150.0,89.9999900000011,,0.04,,104.0,374.4,60.77922077922078,,COc1cnc(-c2ccccn2)nc1N(C)c1ccccc1
CHEMBL1535,,,,,,,,850.0,,,,,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
CHEMBL1536083,,,,150.0,89.9999900000011,,,,94.0,338.4,58.74999999999999,,CCOC(=O)CN(c1ccccc1C)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL1537,,,,,,,,1.2,,,,,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O
CHEMBL1537460,,,,103.2,89.99998546511863,,0.0023999999999999,,7.0,25.2,11.05263157894737,,COc1ccccc1C(=O)Nc1ccc(Cc2ccncc2)cc1
CHEMBL153774,,,,,,,,45.0,,,,,CN(C)CCNc1ccc2c3c(nn2CCNCCO)-c2cnccc2C(=O)c13
CHEMBL1539037,,,,3.09,89.99951456572511,,0.1761,,3.98,14.328,6.635791033716191,,COc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1
CHEMBL1539841,,,,,,,0.0032999999999999,,,,,,Cc1nc2ccc(NS(=O)(=O)c3ccc4c(c3)OCCO4)cc2s1
CHEMBL154,,,0.015,,,,,,3.0,10.8,5.094339622641509,,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
CHEMBL1540,,,,,,,,2.1,,,,,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1
CHEMBL1541,,,,,,,,3.2,,,,,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1
CHEMBL1542,,,,,,,0.3237000000000001,,,,,,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12
CHEMBL154709,,,,,,,0.062,,,,,,COc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)N(C)CC3
CHEMBL1549615,,,,150.0,89.9999900000011,,,,,,,,COc1cc2cc(-c3ccc(O)cc3O)nc(C)c2cc1OC
CHEMBL1550191,,,,,,,0.0509999999999999,,,,,,O=C1NC(c2ccc(Br)cc2)Nc2ccccc21
CHEMBL1557771,,,,,,,0.0456999999999999,,,,,,O=C(c1ccccc1)N1CCC(c2nc3ccccc3o2)CC1
CHEMBL1560,,,,57.11,89.99997373490524,,0.0988,2.0,,,,,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
CHEMBL1561,,,,,,,,2.3,,,,,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
CHEMBL1565476,,,,,,,,17.0,,,,,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O
CHEMBL1566,,,,,,,,2.7,,,,,
CHEMBL1568,,,,,,,,11.0,,,,,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
CHEMBL157101,,,,,,,0.028,,,,,,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CHEMBL1572,,,,,,,,3.2,,,,,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O
CHEMBL1573309,,,,77.0,89.99998051948474,,0.1008999999999999,,71.0,255.6,52.8099173553719,,CCN(CC)CCn1c2ccccc2c2cnc(N)c(C#N)c21
CHEMBL1575409,,,,105.13,89.99998255393695,,,,150.0,539.9999999999999,67.5,,COc1ccc(CNC(=O)CSc2nc3cccnc3s2)cc1
CHEMBL15770,,,,,,,,,3.0,10.8,5.094339622641509,,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1
CHEMBL158,,,,,,,,1.5,,,,,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O
CHEMBL1583280,,,,15.49,89.99990316343538,,,,,,,,O=C(O)C1CSC(c2ccccc2Cl)N1C(=O)c1ccc(Cl)cc1
CHEMBL1586565,,,,,,,0.035,,,,,,CN1CCN2c3ccccc3CC3(C(=O)N(C)C(=O)N(C)C3=O)C2C1
CHEMBL1587607,,,,150.0,89.9999900000011,,0.0661,,138.04,496.944,66.06892150606254,,O=C(Nc1ccccc1Cl)c1cc[nH]n1
CHEMBL159,,,14.01,,,,,67.0,,,,,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
CHEMBL1591,,,3.8,,,,,12.0,,,,,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12
CHEMBL1592,,,,,,,0.0418,,,,,,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O
CHEMBL1596896,,,,91.2,89.99998355263459,,,,70.79,254.844,52.745260369235865,,Cc1cccc(NC(=O)Nc2cccc3ccccc23)c1
CHEMBL1598315,,,,,,,0.563,,,,,,CNC(=O)c1snnc1-c1ccccc1
CHEMBL1598817,,,,,,,0.0110999999999999,,,,,,Cc1ccc(Cl)cc1NC(=O)CCS(=O)(=O)c1ccc(Br)s1
CHEMBL1599,,,,,,,,1.2,,,,,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1
CHEMBL16,,,0.0129,,,,0.1289,,,,,,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
CHEMBL160,,,32.75,,,,,7.3,,,,,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
CHEMBL1600099,,,,,,,0.0605999999999999,,,,,,O=C1CN(C(=O)c2ccccc2)C(c2ccccc2)c2cc(Cl)ccc2N1
CHEMBL1600648,,,,64.34,89.99997668635979,,,,150.0,539.9999999999999,67.5,,Cc1nc2ncnn2c(O)c1CCOC(=O)c1c(F)cccc1F
CHEMBL1604,,,,,,,,0.85,,,,,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1
CHEMBL1604571,,,,,,,0.0409,,,,,,CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O
CHEMBL1605684,,,,150.0,89.9999900000011,,0.0245,,33.11,119.196,35.85489110816989,,CC(=O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccc(F)cc2)c1=O
CHEMBL160629,,,,,,,,1.1,,,,,CCC#CC[C@H](C)[C@H](O)C#C[C@@H]1[C@H]2C/C(=C/COCC(=O)O)C[C@H]2C[C@H]1O
CHEMBL16073,,,,26.92,89.99994427938071,,0.6506000000000001,0.92,24.55,88.38000000000001,29.637826961770628,,CCOc1ccc(NC(C)=O)cc1
CHEMBL1608462,,,,128.82,89.99998835584688,,0.035,,97.72,351.7919999999999,59.536961819658806,,Cc1cc(C)c(CNC(=O)c2cc(C3CC3)nc3c2cnn3C(C)C)c(O)n1
CHEMBL1609026,,,,,,,0.0119,,,,,,O=C(CCS(=O)(=O)c1ccc(Br)cc1)Nc1ccc2c(c1)OCO2
CHEMBL1609158,,,,81.0,89.99998148148529,,,,150.0,539.9999999999999,67.5,,CCCC(=O)Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1
CHEMBL1609717,,,,,,,0.0428,,,,,,O=C(CCS(=O)(=O)c1ccc(Br)cc1)NCc1ccc(F)cc1
CHEMBL161,,,,,,,,8.6,,,,,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1
CHEMBL1610495,,,,,,,0.0139,,,,,,CNC(=O)c1cc(C(=O)c2ccc(Cl)cc2)c(Br)[nH]1
CHEMBL1610669,,,,150.0,89.9999900000011,,0.0676000000000001,,51.29,184.644,45.57310692072267,,CC(C)CCOc1ccc(N)cc1
CHEMBL1614636,,,,,,,,0.65,,,,,C[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3O)[C@]12C
CHEMBL1614637,,,,,,,,0.91,,,,,CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
CHEMBL1614639,,,,,,,,5.9,,,,,CN1C(=O)[C@H](O)C[C@H]1c1cccnc1
CHEMBL1614640,,,,,,,,730.0,,,,,Cn1cc(NC(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4ccc5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c5c4)n(C)c3)n(C)c2)cc1C(=O)Nc1cc(C(=O)Nc2ccc3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c3c2)n(C)c1
CHEMBL1614644,,,,,,,,1.8,,,,,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21
CHEMBL1614647,,,,,,,,9.3,,,,,C#C[C@]1(OS(=O)(=O)O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
CHEMBL1614648,,,,,,,,8.4,,,,,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)O)ccc4[C@H]3CC[C@@]21C
CHEMBL1614650,,,,,,,,6.7,,,,,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](N)CC3
CHEMBL1614651,,,,,,,,32.0,,,,,NCCCNc1ccc2c(CNCCO)nn3c4c(O)ccc(O)c4c(=O)c1c23
CHEMBL1614652,,,,,,,,1.2,,,,,O=C1c2ccccc2S(=O)(=O)N1CCCCNC[C@H]1CCc2ccccc2O1
CHEMBL1614654,,,,,,,,4.4,,,,,CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1NC
CHEMBL1614655,,,,,,,,11.0,,,,,CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1
CHEMBL1614656,,,,,,,,34.0,,,,,CCC(CC)COC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1
CHEMBL1614658,,,,,,,,1.6,,,,,NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O
CHEMBL1614659,,,,,,,,1.6,,,,,COc1cc(CC(=O)NCC(=O)N(CCC(=O)O)Cc2ccc(CO)c(CO)c2)ccc1NC(=O)Nc1ccccc1C
CHEMBL1614660,,,,,,,,1.3,,,,,CCCCCCCCC/C=C/C=C/C(=O)CCC(=O)NC1[C@H](C(O)CO)O[C@H](Nc2ncnc3nc[nH]c23)[C@H](O)[C@@H]1O
CHEMBL1614662,,,,,,,,9.4,,,,,CC(C)(C)[C@H](NC(=O)[C@H](CC1CCCC1)CN(O)C=O)C(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1
CHEMBL1614663,,,,,,,,1.9,,,,,CC(=O)O[C@H]1C[C@]2(C)CC[C@H]3[C@@H]4C[C@H](N5CC[N+](C)(C)CC5)[C@H](OC(C)=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1.[Br-].[Br-]
CHEMBL1614664,,,,,,,,20.0,,,,,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(CO)c8c1c2c(c34)c(c65)c78
CHEMBL1614667,,,,,,,,20.0,,,,,C=C(C)O[C@@]12CO[C@@H]1C[C@@H]1C[C@@]13C(=O)[C@H](OC(C)=O)C1=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@H](OC(=O)c4ccccc4)[C@H]23)C1(C)C
CHEMBL1614705,,,,3.0,89.99950000277776,,0.2531,,3.0,10.8,5.094339622641509,,O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3F)c2-c2ccncn2)CC1
CHEMBL1619,,,,,,,,16.0,,,,,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
CHEMBL1621884,,,,,,,0.2663999999999999,,,,,,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1
CHEMBL162203,,,,,,,0.0110999999999999,,,,,,Cc1cccc(-c2nc3cc(Cl)ccc3[nH]2)n1
CHEMBL1622829,,,,36.31,89.99995868908535,,,,,,,,Cc1cc(C)nc(Nc2cccc(C(F)(F)F)c2)n1
CHEMBL1624302,,,,19.05,89.9999212599114,,0.0073999999999999,,,,,,Nc1nc(-c2ccc(Cl)c(Cl)c2)c(-c2ccncc2)s1
CHEMBL1625921,,,,,,,0.1095,,,,,,O=C(NC12CC3CC(CC(C3)C1)C2)OCCNC1CCCCC1
CHEMBL1628227,,,,,,,0.2360999999999999,15.0,,,,,CN(C)CCC=C1c2ccccc2COc2ccccc21
CHEMBL1628691,,,,150.0,89.9999900000011,,,,150.0,539.9999999999999,67.5,,Clc1cccc(-n2nnnc2NCc2ccccc2Oc2ccccn2)c1Cl
CHEMBL1630742,,,,74.13,89.99997976528176,,0.3599,,,,,,NCCCCCc1c[nH]c2ccc(F)cc12
CHEMBL1631095,,,,,,,0.0328,,,,,,NC(=O)c1cc(C(N)=O)n(-c2cccc(-c3cc(C(F)(F)F)ccc3C(F)(F)F)c2)n1
CHEMBL1631889,,,,,,,,,35.0,125.99999999999996,37.05882352941176,,C(#Cc1n[nH]c2ccccc12)c1ccccc1
CHEMBL163870,,,,,,,0.1008999999999999,,,,,,Cc1nccn1-c1ccc(COc2cc(F)cc(C3(C(N)=O)CCOCC3)c2)cc1
CHEMBL1643,,,,,,,,45.0,,,,,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1
CHEMBL1643194,,,,15.0,89.99990000011111,,0.0012999999999999,,6.0,21.6,9.642857142857142,,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O
CHEMBL1643199,,,,20.0,89.9999250000625,,,,15.0,53.99999999999999,20.769230769230766,,Cc1cc(CN2CCc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O
CHEMBL1643200,,,,31.0,89.99995161292924,,,,11.0,39.6,16.22950819672131,,Cc1cc(CN2Cc3ccccc3C[C@H]2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O
CHEMBL1643349,,,,3.0,89.99950000277776,,,,,,,,CC1(C)C(=O)Nc2ccccc21
CHEMBL1644,,,,3.0,89.99950000277776,,,1.1,,,,,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1
CHEMBL1644331,,,,,,,,,61.0,219.6,49.45945945945946,,c1ccc(Sc2ccc3ccccc3n2)cc1
CHEMBL1644374,,,,150.0,89.9999900000011,,,,150.0,539.9999999999999,67.5,,c1ccc(Oc2nccc3ccccc23)cc1
CHEMBL1645105,,,,,,,0.0383,,7.76,27.936,12.09141274238227,,COc1ccc(-c2ccc3nc(N)sc3c2)cn1
CHEMBL1645107,,,,29.51,89.99994916980167,,0.1189,,20.42,73.512,26.09769951718262,,Nc1nc2ccc(-c3ccncc3)cc2s1
CHEMBL1645135,,,,13.18,89.9998861913427,,0.0132999999999999,,15.85,57.06,21.662870159453306,,C[C@H](NC(=O)c1cccc2c1N(Cc1ccc(Cl)cc1)CC2)c1ccc(C(=O)O)cc1
CHEMBL1645392,,,,19.05,89.9999212599114,,0.0751999999999999,,60.26,216.936,49.18737529475784,,Cc1noc(C)c1-c1ccc(CNS(=O)(=O)c2c(C)noc2C)cc1
CHEMBL1645462,,,214.0,,,,,,,,,,Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12
CHEMBL1645494,,,,3.0,89.99950000277776,,,,3.0,10.8,5.094339622641509,,CNC(=O)Cc1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1
CHEMBL1645495,,,,50.0,89.99997000001001,,0.0051000000000001,,,,,,O=c1cc(-c2cccnc2)[nH]c2cc(Cc3ccccc3)ccc12
CHEMBL1645496,,,,46.0,89.99996739131616,,0.0268,,,,,,O=c1cc(-c2cccnc2)[nH]c2cc(C(O)c3ccccc3)ccc12
