chembl_id,bioavailability_frac,caco2_log_permeability,caco2_permeability_cm_s,clearance_cell_uL_min_1e6,clearance_hepatic_l_h,clearance_l_h,fu_frac,half_life_h,microsome_clearance_uL_min_mg,microsome_clint_l_h,microsome_hepatic_l_h,vd_l_kg,smiles
CHEMBL185,,,,,,,,0.12,,,,,O=c1[nH]cc(F)c(=O)[nH]1
CHEMBL185073,,,,,,,,1.9,,,,,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1
CHEMBL1852508,,,,3.0,89.99950000277776,,0.3039,,3.0,10.8,5.094339622641509,,Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)nn1C[C@H](O)CN
CHEMBL1852688,,,,57.97,89.99996538367662,,,,,,,,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1
CHEMBL185452,,,10.0,,,,,,,,,,CS(=O)(=O)N1CCN(C2CN(CC[C@]3(c4ccc(Cl)c(Cl)c4)CCC(=O)N(CC4CC4)C3)C2)CC1
CHEMBL185658,,,,,,,,,75.0,269.99999999999994,54.0,,CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)cc1
CHEMBL1857945,,,,23.99,89.99993747399091,,,,11.22,40.392,16.494609604704344,,CN(C)CCNc1cc(-c2ccccc2)nc2cc(-c3ccc(F)cc3)nn12
CHEMBL186,,,,,,,,1.9,,,,,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1
CHEMBL1865796,,,,150.0,89.9999900000011,,,,150.0,539.9999999999999,67.5,,Cc1ccccc1Nc1nc(N)nc(C)c1Br
CHEMBL1868114,,,,147.91,89.999989858699,,0.028,,150.0,539.9999999999999,67.5,,COCCNc1nc(NCc2ccccc2F)c2sccc2n1
CHEMBL1868126,,,,16.0,89.99990625009765,,,,74.0,266.4,53.70967741935483,,COc1cccc2sc(NC(=O)c3ccccc3)nc12
CHEMBL186995,,,,,,,0.1341,,36.0,129.60000000000002,37.674418604651166,,O=C(NCc1ccccc1Cl)c1cccnc1Oc1ccccc1
CHEMBL1870384,,,,,,,,,19.0,68.39999999999999,24.78260869565217,,COc1ccc(C=NN=Cc2ccc(OC)c(OC)c2)cc1OC
CHEMBL1871428,,,,,,,0.6347,,,,,,Oc1ncc(NCc2ccccc2)c(O)n1
CHEMBL1873475,,,,,,,0.0343000000000001,,150.0,539.9999999999999,67.5,,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
CHEMBL1874317,,,,150.0,89.9999900000011,,,,150.0,539.9999999999999,67.5,,N#CCC(CNc1ncc(C(F)(F)F)cc1Cl)OC(=O)c1c(F)cccc1F
CHEMBL187857,,,,,,,,,83.0,298.8,56.16541353383459,,CSc1nccc(Nc2cc(NC(=O)c3cc(F)cc(N4CCOCC4)c3)ccc2C)n1
CHEMBL1880028,,,,,,,0.02,,,,,,O=C(Cc1ccc(Oc2ccccc2)cc1)NO
CHEMBL188185,,,,,,,,2.0,,,,,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
CHEMBL188705,,,,,,,,,103.0,370.8,60.58823529411764,,COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)c1
CHEMBL188921,,,,,,,,3.3,,,,,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1
CHEMBL189,,,,,,,,0.8,,,,,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
CHEMBL1890087,,,,144.54,89.99998962225109,,0.0029,,150.0,539.9999999999999,67.5,,CC(C)Nc1nc(NCc2ccccc2)c2sccc2n1
CHEMBL1891338,,,,150.0,89.9999900000011,,0.0026999999999999,,112.2,403.92,62.25647348951911,,COc1cccc(CNc2nc(NC(C)C)nc3ccsc23)c1OC
CHEMBL189181,,,,,,,,,28.0,100.8,32.30769230769231,,CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(F)cc4)c23)cc1
CHEMBL1892766,,,,,,,,,3.0,10.8,5.094339622641509,,N#Cc1cn(Cc2ccco2)c(=O)[nH]c1=O
CHEMBL189475,,,,3.0,89.99950000277776,,,,3.0,10.8,5.094339622641509,,C[C@@H](C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
CHEMBL1896341,,,,150.0,89.9999900000011,,,,150.0,539.9999999999999,67.5,,Cc1ccc(CNC(=O)C2CCCN2S(=O)(=O)c2ccc(F)cc2)cc1
CHEMBL189963,,,,,,,0.2279000000000001,,,,,,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O
CHEMBL190,,,,4.375,89.99961956698434,,0.563,7.2,4.79,17.244,7.868224128490601,,Cn1c(=O)c2[nH]cnc2n(C)c1=O
CHEMBL1900528,,,,69.0,89.99974444583401,,0.5229999999999999,,3.0,10.8,5.094339622641509,,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12
CHEMBL19019,,,,,,,,1.9,,,,,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
CHEMBL190243,,,,6.0,89.99975000069445,,0.3237000000000001,,3.0,10.8,5.094339622641509,,C[C@@H](C(=O)NCCN1CCCC1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
CHEMBL1904754,,,,129.0,89.99998837209453,,,,150.0,539.9999999999999,67.5,,Cc1nc2ncnn2c(O)c1CCOC(=O)c1ccccc1F
CHEMBL1904775,,,,,,,0.0219,,,,,,COc1ccc(Cl)cc1NC(=O)CCS(=O)(=O)c1ccc(C)cc1
CHEMBL190558,,,12.8,,,,,,,,,,CN(C)C(=O)Cn1c(-c2ccoc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21
CHEMBL190747,,,,,,,0.002,,43.5,156.6,41.87165775401069,,COc1ccc(OC)c(CNC(=O)c2cccnc2Oc2ccccc2)c1
CHEMBL1908301,,,,,,,,2.1,,,,,O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
CHEMBL1908351,,,,,,,,19.0,,,,,Cc1cnc(NCCCN(C)C)c2c1[nH]c1ccc3cc(O)ccc3c12
CHEMBL1908353,,,,,,,,150.0,,,,,
CHEMBL1908354,,,,,,,,1.0,,,,,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](O)c4ccccc4)[C@H]3SC2)s1
CHEMBL191,,,1.15,,,,,1.8,,,,,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
CHEMBL191003,,,,,,,0.1898999999999999,,,,,,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F
CHEMBL1914480,,,,,,,0.4655,,,,,,COc1ccc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1
CHEMBL191528,,,,50.02499999999999,89.99996724604203,,,,,,,,CCOc1ccc2ccc(=O)oc2c1
CHEMBL191553,,,,,,,0.1008999999999999,,12.0,43.2,17.419354838709676,,CC(=O)Nc1ccc(CNc2[nH]nc3ccnc(Oc4ccccc4)c23)cc1
CHEMBL1916024,,,,,,,0.0768,,,,,,Nc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc(N)c1N1CCOCC1
CHEMBL1916082,,,,47.91,89.99996869130707,,0.0139,,54.5,196.2,46.9377990430622,,CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1
CHEMBL1916083,,,,64.0,89.9999765625061,,,,14.0,50.4,19.6875,,CNC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1
CHEMBL1916084,,,,27.0,89.99994444447874,,,,60.0,216.0,49.09090909090908,,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)cnn2-c2ccccc2)cc1
CHEMBL1916085,,,,48.44,89.99996903386698,,0.0170999999999998,,94.0,338.4,58.74999999999999,,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N(C)C3CCCCC3)cnn2-c2ccccc2)cc1
CHEMBL1916086,,,,40.0,89.99996250001563,,,,150.0,539.9999999999999,67.5,,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCc3ccccc3)cnn2-c2ccccc2)cc1
CHEMBL1916260,,,,5.29,89.99971644701813,,0.0021999999999999,,3.0,10.8,5.094339622641509,,CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)C1CCCC1
CHEMBL1916261,,,,56.0,89.99997321429369,,0.0071999999999999,,35.0,125.99999999999996,37.05882352941176,,CCC(CC)NC(=O)c1nnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1
CHEMBL1916263,,,,7.0,89.99978571479592,,0.0012999999999999,,9.0,32.400000000000006,13.728813559322036,,CCC(CC)NC(=O)c1cn(-c2ccccc2)nc1NS(=O)(=O)c1ccc(C)cc1
CHEMBL1916264,,,,56.0,89.99997321429369,,,,72.0,259.20000000000005,53.114754098360656,,CCC(CC)NC(=O)c1cnn(-c2ccccc2Cl)c1NS(=O)(=O)c1ccc(C)cc1
CHEMBL1916266,,,,9.95,89.99984924648368,,,,3.0,10.8,5.094339622641509,,CCC(CC)NC(=O)c1cnn(-c2ccccn2)c1NS(=O)(=O)c1ccc(C)cc1
CHEMBL1916267,,,,12.0,89.99987500017362,,,,59.0,212.4,48.71559633027523,,CCC(CC)NC(=O)c1cnn(Cc2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1
CHEMBL1916269,,,,27.0,89.99994444447874,,,,13.0,46.8,18.57142857142857,,CCC(CC)NC(=O)c1cnn(C)c1NS(=O)(=O)c1ccc(C)cc1
CHEMBL1916270,,,,52.0,89.9999711538554,,,,27.0,97.2,31.55844155844156,,CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(-c2cnco2)cc1
CHEMBL1916271,,,,22.25,89.99989962420885,,0.013,,137.0,493.19999999999993,65.93582887700535,,CCN(C(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(-c2cnco2)cc1)C1CCCCC1
CHEMBL1916272,,,,8.245000000000001,89.99969440471925,,0.0048999999999999,,23.6,84.96000000000001,28.85869565217391,,CCC(CC)NC(=O)c1c(C)nn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1
CHEMBL1916273,,,,51.0,89.9999705882449,,,,12.0,43.2,17.419354838709676,,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C)c(C)nn2-c2ccccc2)cc1
CHEMBL1916274,,,,12.0,89.99987500017362,,0.0013999999999999,,38.0,136.79999999999998,38.86363636363637,,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)c(C)nn2-c2ccccc2)cc1
CHEMBL1916275,,,,21.0,89.99992857148526,,,,53.0,190.8,46.31067961165049,,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N(C)C3CCCCC3)c(C)nn2-c2ccccc2)cc1
CHEMBL1916276,,,,5.0,89.999700001,,,,59.0,212.4,48.71559633027523,,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)cnn2-c2ccccc2)cc1
CHEMBL1916277,,,,17.0,89.99991176479239,,0.0065999999999999,,58.0,208.8,48.33333333333333,,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)c(C)nn2-c2ccccc2)cc1
CHEMBL1916278,,,,14.0,89.99989285727041,,0.0262,,6.0,21.6,9.642857142857142,,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCOCC3)c(C)nn2-c2ccccc2)cc1
CHEMBL1916279,,,,18.0,89.99991666674383,,0.0081999999999999,,27.0,97.2,31.55844155844156,,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCC(C)(C)C)c(C)nn2-c2ccccc2)cc1
CHEMBL1916280,,,,17.32,89.99991339500251,,0.0059,,15.67,56.412,21.475559616263133,,CCC(C)NC(=O)c1c(C)nn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1
CHEMBL1916281,,,,7.0,89.99978571479592,,0.0126999999999999,,31.0,111.6,34.44444444444444,,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1
CHEMBL1916282,,,,9.57,89.99983097580811,,0.0110999999999999,,39.83,143.38799999999998,39.90537682288768,,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1
CHEMBL1916283,,,,8.0,89.99981250039062,,0.0080999999999999,,42.0,151.2,41.086956521739125,,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1
CHEMBL1916284,,,,18.84,89.99992038223603,,0.0043,,120.0,432.0,63.52941176470587,,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C(F)(F)F)nn2-c2ccccc2)cc1
CHEMBL1916285,,,,10.0,89.99985000025,,,,9.0,32.400000000000006,13.728813559322036,,Cc1nn(-c2ccccc2)c(NS(=O)(=O)c2cccc(CN3CCOCC3)c2)c1C(=O)N[C@@H](C)C(C)(C)C
CHEMBL1916286,,,,15.0,89.99990000011111,,0.0148999999999999,,14.0,50.4,19.6875,,Cc1nn(-c2ccccc2)c(NS(=O)(=O)C2CCCCC2)c1C(=O)N[C@@H](C)C(C)(C)C
CHEMBL1916287,,,,12.0,89.99987500017362,,,,3.0,10.8,5.094339622641509,,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2cccnc2)c1C(=O)N[C@@H](C)C(C)(C)C
CHEMBL1916288,,,,4.5,89.9996250017361,,0.0437,,5.0,18.0,8.181818181818182,,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C
CHEMBL1916289,,,,4.005,89.99960030128808,,0.0135999999999999,,10.0,36.0,15.0,,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1C(=O)N[C@@H](C)C(C)(C)C
CHEMBL1916532,,,,138.04,89.99998913358579,,0.1728,,,,,,COc1ccc2ncc(F)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1
CHEMBL1916533,,,,39.81,89.99996232104064,,,,,,,,COc1ccc2ncc(F)c(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2n1
CHEMBL1916534,,,,,,,0.1761,,,,,,COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CO2
CHEMBL1916535,,,,,,,0.2531,,,,,,O=C1COc2ccccc2N1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1
CHEMBL1916536,,,,,,,0.0948,,,,,,COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CS2
CHEMBL1916537,,,,,,,0.0418,,,,,,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CC2
CHEMBL1916538,,,,,,,0.2574999999999999,,,,,,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)OC2
CHEMBL1916539,,,,,,,0.3087999999999999,,,,,,COc1ccc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1
CHEMBL1916540,,,,,,,0.1140999999999999,,,,,,COc1ccc2c(C)cc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1
CHEMBL1916541,,,,,,,0.4034,,,,,,COc1ccc2c(C)nc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1
CHEMBL1916542,,,,150.0,89.9999900000011,,,,,,,,COc1ccc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1
CHEMBL1916543,,,,,,,0.2754999999999999,,,,,,COc1ncc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1
CHEMBL1916545,,,,,,,0.3137000000000001,,,,,,COc1ccc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1
CHEMBL1916546,,,,35.48,89.9999577226805,,0.1663,,,,,,COc1cc2c(ccc(=O)n2CCN2CCC(NCc3cc4c(cn3)OCCO4)CC2)cn1
CHEMBL1916547,,,,,,,0.4427,,,,,,COc1ccc2nnc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1
CHEMBL1917418,,,,,,,,,7.0,25.2,11.05263157894737,,Cc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O
CHEMBL1917419,,,,,,,,,3.0,10.8,5.094339622641509,,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1CC(=O)O
CHEMBL1917421,,,,,,,,,3.0,10.8,5.094339622641509,,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1C(C)C(=O)O
CHEMBL1917422,,,,,,,,,11.0,39.6,16.22950819672131,,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1Cc1nnn[nH]1
CHEMBL1917423,,,,,,,,,3.0,10.8,5.094339622641509,,Cc1c(Sc2ccc(Cl)cc2)c2cccc(Cl)c2n1CC(=O)O
CHEMBL1917424,,,,,,,,,3.0,10.8,5.094339622641509,,Cc1c(Sc2ccc(Cl)cc2)c2ccc(Cl)cc2n1CC(=O)O
CHEMBL1917425,,,,,,,,,3.0,10.8,5.094339622641509,,Cc1c(Sc2ccc(Cl)cc2)c2c(Cl)cccc2n1CC(=O)O
CHEMBL1917426,,,,34.0,89.99995588237456,,,,3.0,10.8,5.094339622641509,,Cc1c(Sc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O
CHEMBL1917427,,,,,,,,,3.0,10.8,5.094339622641509,,Cc1c(F)ccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O
CHEMBL1917428,,,,,,,,,4.0,14.4,6.666666666666665,,Cc1c(Sc2ccc(Cl)cc2)c2c(C#N)c(Cl)ccc2n1CC(=O)O
CHEMBL1917430,,,,,,,,,3.0,10.8,5.094339622641509,,Cc1c(Sc2ccc(Cl)cc2)c2ccc(S(C)(=O)=O)cc2n1CC(=O)O
CHEMBL1917431,,,,,,,0.0126999999999999,,3.0,10.8,5.094339622641509,,Cc1c(Sc2ccc(Cl)cc2)c2cc(S(C)(=O)=O)ccc2n1CC(=O)O
CHEMBL1917432,,,,,,,0.035,,3.0,10.8,5.094339622641509,,Cc1c(Sc2ccc(Cl)cc2)c2c(S(C)(=O)=O)cccc2n1CC(=O)O
CHEMBL1917433,,,,4.88,89.99969243802647,,0.0104,,,,,,Cc1c(Sc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O
CHEMBL1917434,,,,,,,,,32.0,115.2,35.12195121951219,,CCN(C(C)=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O
CHEMBL1917435,,,,,,,,,3.0,10.8,5.094339622641509,,CNC(=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O
CHEMBL1917436,,,,,,,,,36.0,129.60000000000002,37.674418604651166,,CC(=O)Nc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O
CHEMBL1917438,,,,,,,0.0031999999999999,,3.0,10.8,5.094339622641509,,Cc1c(Sc2ccc(Cl)cc2)c2c(-c3ccccc3)cccc2n1CC(=O)O
CHEMBL1917439,,,,,,,,,16.0,57.6,21.818181818181817,,Cc1c(Sc2ccc(Cl)cc2)c2cc(-c3ccccc3)ccc2n1CC(=O)O
CHEMBL1917440,,,,,,,0.0123999999999999,,8.0,28.8,12.413793103448272,,Cc1c(Sc2ccc(Cl)cc2)c2c(-c3cnccn3)cccc2n1CC(=O)O
CHEMBL1917441,,,,,,,0.0036,,12.0,43.2,17.419354838709676,,Cc1ccc2c(c1)c(Sc1cccc(Cl)c1)c(C)n2CC(=O)O
CHEMBL1917442,,,,,,,,,3.0,10.8,5.094339622641509,,Cc1ccc2c(c1)c(Sc1ccccc1Cl)c(C)n2CC(=O)O
CHEMBL1917443,,,,3.0,89.99950000277776,,0.0080999999999999,,3.0,10.8,5.094339622641509,,Cc1ccc2c(c1)c(Sc1ccc(S(C)(=O)=O)cc1)c(C)n2CC(=O)O
CHEMBL1917444,,,,,,,,,3.0,10.8,5.094339622641509,,COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1
CHEMBL1917445,,,,,,,,,3.0,10.8,5.094339622641509,,Cc1ccc2c(c1)c([S+]([O-])c1ccc(Cl)cc1)c(C)n2CC(=O)O
CHEMBL1917446,,,,,,,0.0051999999999999,,7.0,25.2,11.05263157894737,,Cc1ccc2c(c1)c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O
CHEMBL1917447,,,,,,,0.0043,,3.0,10.8,5.094339622641509,,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O
CHEMBL1917448,,,,,,,0.0062999999999999,,3.0,10.8,5.094339622641509,,COc1cccc(S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23)c1
CHEMBL1917449,,,,,,,0.0428,,3.0,10.8,5.094339622641509,,CC(=O)Nc1cccc2c1c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O
CHEMBL1917450,,,,3.0,89.99950000277776,,,,3.0,10.8,5.094339622641509,,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O
CHEMBL1917454,,,,,,,,,3.0,10.8,5.094339622641509,,Cc1c(Oc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O
CHEMBL1917456,,,,3.0,89.99950000277776,,0.0373999999999999,,3.0,10.8,5.094339622641509,,Cc1c(Oc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O
CHEMBL1917457,,,,,,,0.1237999999999999,,,,,,CC(=O)Nc1cccc2c1c(Oc1ccc(Cl)cc1)c(C)n2CC(=O)O
CHEMBL1917458,,,,3.0,89.99950000277776,,,,3.0,10.8,5.094339622641509,,CCS(=O)(=O)c1ccc(Oc2c(C)n(CC(=O)O)c3ccc(C(F)(F)F)cc23)cc1
CHEMBL1917459,,,,3.0,89.99950000277776,,,,3.0,10.8,5.094339622641509,,CCS(=O)(=O)Nc1cccc2c1c(Oc1ccc(Cl)cc1)c(C)n2CC(=O)O
CHEMBL1917461,,,,,,,,,5.0,18.0,8.181818181818182,,Cc1ccc2c(n1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O
CHEMBL192,,,,83.3,89.99994981932302,,0.0446999999999999,3.9,131.83,474.588,65.25160864543805,,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12
CHEMBL1921913,,,,53.0,89.99997169812211,,0.0019,,66.0,237.6,51.206896551724135,,C[C@@](C(=O)O[C@H]1C[N+]2(CCc3c[nH]c4ccccc34)CCC1CC2)(c1ccccc1)N1CCCCC1
CHEMBL1921917,,,,82.0,89.99998170732079,,0.4827,,45.0,161.99999999999997,42.63157894736842,,C[C@@](C(=O)O[C@H]1C[N+]2(CCCc3ccncc3)CCC1CC2)(c1ccccc1)N1CCCCC1
CHEMBL1921919,,,,36.08,89.99995842573982,,0.7681,,81.0,291.6,55.64885496183206,,Cc1cc(CCC[N+]23CCC(CC2)[C@@H](OC(=O)[C@](C)(c2ccccc2)N2CCCCC2)C3)ccn1
CHEMBL1921922,,,,,,,0.1395,,,,,,Cc1ccc(CCC[N+]23CCC(CC2)[C@@H](OC(=O)[C@](C)(c2ccccc2)N2CCCCC2)C3)cn1
CHEMBL1921923,,,,66.0,89.99997727273302,,0.7762,,79.0,284.4,55.11627906976744,,C[C@@](C(=O)O[C@H]1C[N+]2(CCCc3cncnc3)CCC1CC2)(c1ccccc1)N1CCCCC1
CHEMBL1921925,,,,65.0,89.99997692308284,,0.0031999999999999,,72.0,259.20000000000005,53.114754098360656,,C[C@@](C(=O)O[C@H]1C[N+]2(CCCc3cc4ccccc4s3)CCC1CC2)(c1ccccc1)N1CCCCC1
CHEMBL1921926,,,,66.0,89.99997727273302,,0.0428,,38.0,136.79999999999998,38.86363636363637,,C[C@@](C(=O)O[C@H]1C[N+]2(CCCc3ccc4ncsc4c3)CCC1CC2)(c1ccccc1)N1CCCCC1
CHEMBL1921931,,,,60.0,89.99997500000696,,0.0074999999999999,,100.0,360.0,60.0,,C[C@@](C(=O)O[C@H]1C[N+]2(CCOc3ccc(Cl)cc3)CCC1CC2)(c1ccccc1)N1CCCCC1
CHEMBL1921936,,,,66.0,89.99997727273302,,0.0312999999999999,,66.0,237.6,51.206896551724135,,C[C@@](C(=O)O[C@H]1C[N+]2(CCCOc3ccc(F)cc3)CCC1CC2)(c1ccccc1)N1CCCCC1
CHEMBL1921939,,,,77.0,89.99998051948474,,0.0251,,102.0,367.2,60.39473684210526,,C[C@@](C(=O)O[C@H]1C[N+]2(CCOCCc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1
CHEMBL1921942,,,,64.0,89.9999765625061,,0.0141999999999999,,62.0,223.2,49.82142857142856,,C[C@@](C(=O)O[C@H]1C[N+]2(CC(=O)Nc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1
CHEMBL1921944,,,,67.0,89.99997761194587,,0.004,,34.0,122.4,36.42857142857143,,C[C@@](C(=O)O[C@H]1C[N+]2(CC(=O)Nc3cccc(F)c3)CCC1CC2)(c1ccccc1)N1CCCCC1
CHEMBL1921946,,,,64.0,89.9999765625061,,0.1165,,66.0,237.6,51.206896551724135,,C[C@@](C(=O)O[C@H]1C[N+]2(CC(=O)Nc3ccccn3)CCC1CC2)(c1ccccc1)N1CCCCC1
CHEMBL1922048,,,,39.0,89.99996153847798,,0.1289,,37.0,133.2,38.27586206896552,,C[C@@](C(=O)O[C@H]1C[N+]2(CC(=O)Nc3ccncn3)CCC1CC2)(c1ccccc1)N1CCCCC1
CHEMBL1922054,,,,150.0,89.9999900000011,,0.0705,,150.0,539.9999999999999,67.5,,Cc1ccc2nc(C[N+]34CCC(CC3)[C@@H](OC(=O)[C@](C)(c3ccccc3)N3CCCCC3)C4)oc2c1
CHEMBL1922055,,,,110.0,89.99998636363844,,0.02,,150.0,539.9999999999999,67.5,,C[C@@](C(=O)O[C@H]1C[N+]2(Cc3cc(-c4ccccc4)on3)CCC1CC2)(c1ccccc1)N1CCCCC1
CHEMBL1922056,,,,55.0,89.99997272728099,,0.0234,,53.0,190.8,46.31067961165049,,C[C@@](C(=O)O[C@H]1C[N+]2(Cc3nc(-c4ccccc4)no3)CCC1CC2)(c1ccccc1)N1CCCCC1
CHEMBL1922094,,,,3.0,89.99950000277776,,,,10.96,39.456,16.181102362204726,,Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12
